player_id,name,week,ppr_points,position,team,season
00-0038611,Chris Rodriguez,15,0.2,RB,WAS,2024
00-0031800,Taylor Heinicke,15,0.16,QB,LAC,2024
00-0025565,Nick Folk,15,0.0,K,TEN,2024
00-0026190,Calais Campbell,15,0.0,DE,MIA,2024
00-0026858,Graham Gano,15,0.0,K,NYG,2024
00-0027114,Thomas Morstead,15,0.0,P,NYJ,2024
00-0027872,Kareem Jackson,15,0.0,SS,BUF,2024
00-0027885,Linval Joseph,15,0.0,NT,DAL,2024
00-0027962,Cameron Jordan,15,0.0,DE,NO,2024
00-0027969,Cameron Heyward,15,0.0,DT,PIT,2024
00-0028292,Nick Bellore,15,0.0,ILB,WAS,2024
00-0028872,Johnny Hekker,15,0.0,P,CAR,2024
00-0028899,Rodney McLeod,15,0.0,FS,CLE,2024
00-0028924,Tashaun Gipson,15,0.0,FS,SF,2024
00-0029255,Bobby Wagner,15,0.0,ILB,WAS,2024
00-0029562,Lavonte David,15,0.0,ILB,TB,2024
00-0029592,Kevin Zeitler,15,0.0,G,DET,2024
00-0029597,Justin Tucker,15,0.0,K,BAL,2024
00-0029606,Harrison Smith,15,0.0,SS,MIN,2024
00-0029607,Demario Davis,15,0.0,MLB,NO,2024
00-0029685,Greg Van Roten,15,0.0,G,NYG,2024
00-0029692,Bryan Anger,15,0.0,P,DAL,2024
00-0029822,Brandon McManus,15,0.0,K,GB,2024
00-0030062,Darius Slay,15,0.0,CB,PHI,2024
00-0030063,Johnathan Hankins,15,0.0,DT,SEA,2024
00-0030070,John Jenkins,15,0.0,DT,LV,2024
00-0030092,Sam Martin,15,0.0,P,BUF,2024
00-0030114,Jordan Poyer,15,0.0,SS,MIA,2024
00-0030140,Tress Way,15,0.0,P,WAS,2024
00-0030294,Tony Jefferson,15,0.0,SS,LAC,2024
00-0030459,Tyrann Mathieu,15,0.0,FS,NO,2024
00-0030561,Lane Johnson,15,0.0,T,PHI,2024
00-0031040,Khalil Mack,15,0.0,DE,LAC,2024
00-0031054,DaQuan Jones,15,0.0,DT,BUF,2024
00-0031079,Pat O'Donnell,15,0.0,P,SF,2024
00-0031136,Chris Boswell,15,0.0,K,PIT,2024
00-0031177,Brent Urban,15,0.0,DE,BAL,2024
00-0031203,Cairo Santos,15,0.0,K,CHI,2024
00-0031254,Denico Autry,15,0.0,DE,HOU,2024
00-0031270,Shelby Harris,15,0.0,DT,CLE,2024
00-0031279,Jake Matthews,15,0.0,T,ATL,2024
00-0031298,Jimmie Ward,15,0.0,FS,HOU,2024
00-0031360,Kyle Van Noy,15,0.0,OLB,BAL,2024
00-0031363,Michael Palardy,15,0.0,P,ARI,2024
00-0031364,Jadeveon Clowney,15,0.0,OLB,CAR,2024
00-0031428,Allen Robinson,15,0.0,WR,DET,2024
00-0031492,Jason Myers,15,0.0,K,SEA,2024
00-0031554,Eric Kendricks,15,0.0,ILB,DAL,2024
00-0031557,Jordan Phillips,15,0.0,DT,BUF,2024
00-0031565,Danielle Hunter,15,0.0,DE,HOU,2024
00-0031576,Za'Darius Smith,15,0.0,DE,DET,2024
00-0031580,Shaquille Mason,15,0.0,G,HOU,2024
00-0031583,Grady Jarrett,15,0.0,DT,ATL,2024
00-0031740,Neville Hewitt,15,0.0,ILB,HOU,2024
00-0031933,Leonard Williams,15,0.0,DT,SEA,2024
00-0031935,Preston Smith,15,0.0,DE,PIT,2024
00-0031936,Mitch Morse,15,0.0,C,JAX,2024
00-0032052,Dante Fowler,15,0.0,OLB,WAS,2024
00-0032065,Bradley Pinion,15,0.0,P,ATL,2024
00-0032109,Kwon Alexander,15,0.0,OLB,DET,2024
00-0032129,Jordan Hicks,15,0.0,ILB,CLE,2024
00-0032146,Bud Dupree,15,0.0,OLB,LAC,2024
00-0032242,Rob Havenstein,15,0.0,T,LA,2024
00-0032265,Mario Edwards,15,0.0,DT,HOU,2024
00-0032378,DeForest Buckner,15,0.0,DT,IND,2024
00-0032384,Germain Ifedi,15,0.0,G,CLE,2024
00-0032387,Jarran Reed,15,0.0,NT,SEA,2024
00-0032395,Graham Glasgow,15,0.0,G,DET,2024
00-0032399,Miles Killebrew,15,0.0,SS,PIT,2024
00-0032412,Dean Lowry,15,0.0,DE,PIT,2024
00-0032415,Matt Judon,15,0.0,OLB,ATL,2024
00-0032437,Kamu Grugier-Hill,15,0.0,ILB,MIN,2024
00-0032442,Elandon Roberts,15,0.0,ILB,PIT,2024
00-0032521,Mike Hilton,15,0.0,CB,CIN,2024
00-0032569,Wil Lutz,15,0.0,K,DEN,2024
00-0032574,Michael Pierce,15,0.0,NT,BAL,2024
00-0032580,Jonathan Jones,15,0.0,CB,NE,2024
00-0032667,Roy Robertson-Harris,15,0.0,DT,SEA,2024
00-0032671,Morgan Fox,15,0.0,DT,LAC,2024
00-0032726,Ka'imi Fairbairn,15,0.0,K,HOU,2024
00-0032762,Chris Jones,15,0.0,DT,KC,2024
00-0032763,Austin Johnson,15,0.0,DT,BUF,2024
00-0032775,Demarcus Robinson,15,0.0,WR,LA,2024
00-0032803,Jalen Mills,15,0.0,CB,NYJ,2024
00-0032889,A'Shawn Robinson,15,0.0,DE,CAR,2024
00-0032891,Daryl Worley,15,0.0,FS,TEN,2024
00-0032939,Vonn Bell,15,0.0,SS,CIN,2024
00-0032943,Riley Dixon,15,0.0,P,DEN,2024
00-0032971,Justin Simmons,15,0.0,FS,ATL,2024
00-0033010,Sheldon Day,15,0.0,DT,WAS,2024
00-0033038,Eric Murray,15,0.0,FS,HOU,2024
00-0033046,Jihad Ward,15,0.0,OLB,MIN,2024
00-0033051,David Onyemata,15,0.0,DT,ATL,2024
00-0033055,Jalen Ramsey,15,0.0,CB,MIA,2024
00-0033057,Jack Conklin,15,0.0,T,CLE,2024
00-0033072,Leonard Floyd,15,0.0,DE,SF,2024
00-0033073,Emmanuel Ogbah,15,0.0,DE,MIA,2024
00-0033082,Lucas Patrick,15,0.0,G,NO,2024
00-0033084,Kendall Fuller,15,0.0,CB,MIA,2024
00-0033093,Jonathan Bullard,15,0.0,DE,MIN,2024
00-0033120,Kenny Clark,15,0.0,DT,GB,2024
00-0033123,Yannick Ngakoue,15,0.0,DE,NE,2024
00-0033131,Maliek Collins,15,0.0,DT,SF,2024
00-0033132,Kevin Byard,15,0.0,FS,CHI,2024
00-0033156,Joey Bosa,15,0.0,DE,LAC,2024
00-0033246,Johnny Mundt,15,0.0,TE,MIN,2024
00-0033269,Rigoberto Sanchez,15,0.0,P,IND,2024
00-0033281,Marlon Humphrey,15,0.0,CB,BAL,2024
00-0033294,Chuck Clark,15,0.0,SS,NYJ,2024
00-0033297,D.J. Jones,15,0.0,NT,DEN,2024
00-0033303,Harrison Butker,15,0.0,K,KC,2024
00-0033336,Eric Wilson,15,0.0,ILB,GB,2024
00-0033381,Adam Butler,15,0.0,DT,LV,2024
00-0033393,Kenny Moore,15,0.0,CB,IND,2024
00-0033463,Carl Lawson,15,0.0,DE,DAL,2024
00-0033512,Damontae Kazee,15,0.0,SS,PIT,2024
00-0033524,Kevin King,15,0.0,CB,ATL,2024
00-0033546,Dalvin Tomlinson,15,0.0,DT,CLE,2024
00-0033548,Chidobe Awuzie,15,0.0,CB,TEN,2024
00-0033566,Desmond King,15,0.0,CB,BAL,2024
00-0033570,Anthony Walker,15,0.0,MLB,MIA,2024
00-0033571,Matt Milano,15,0.0,OLB,BUF,2024
00-0033576,Eric Saubert,15,0.0,TE,SF,2024
00-0033579,Xavier Woods,15,0.0,FS,CAR,2024
00-0033582,Jeremiah Ledbetter,15,0.0,DT,JAX,2024
00-0033595,Pat O'Connor,15,0.0,DE,DET,2024
00-0033702,Younghoe Koo,15,0.0,K,ATL,2024
00-0033770,Justin Hardee,15,0.0,CB,TEN,2024
00-0033782,DeMarcus Walker,15,0.0,DE,CHI,2024
00-0033783,Ahkello Witherspoon,15,0.0,CB,LA,2024
00-0033787,Jake Elliott,15,0.0,K,PHI,2024
00-0033860,Davon Godchaux,15,0.0,NT,NE,2024
00-0033868,Myles Garrett,15,0.0,DE,CLE,2024
00-0033870,Solomon Thomas,15,0.0,DT,NYJ,2024
00-0033872,Jamal Adams,15,0.0,SS,DET,2024
00-0033875,Haason Reddick,15,0.0,OLB,NYJ,2024
00-0033876,Derek Barnett,15,0.0,DE,HOU,2024
00-0033877,Malik Hooker,15,0.0,FS,DAL,2024
00-0033878,Adoree' Jackson,15,0.0,CB,NYG,2024
00-0033883,Jabrill Peppers,15,0.0,SS,NE,2024
00-0033884,Tre'Davious White,15,0.0,CB,BAL,2024
00-0033886,T.J. Watt,15,0.0,OLB,PIT,2024
00-0033889,Cam Robinson,15,0.0,T,MIN,2024
00-0033890,Budda Baker,15,0.0,SS,ARI,2024
00-0033892,Marcus Maye,15,0.0,FS,LAC,2024
00-0033904,Dion Dawkins,15,0.0,T,BUF,2024
00-0033907,Dawuane Smoot,15,0.0,DE,BUF,2024
00-0033908,Cooper Kupp,15,0.0,WR,LA,2024
00-0033918,Fabian Moreau,15,0.0,CB,MIN,2024
00-0033926,Shaquill Griffin,15,0.0,CB,MIN,2024
00-0033928,Jourdan Lewis,15,0.0,CB,DAL,2024
00-0033929,Montravius Adams,15,0.0,NT,PIT,2024
00-0033930,Cameron Sutton,15,0.0,CB,PIT,2024
00-0033935,Trey Hendrickson,15,0.0,DE,CIN,2024
00-0033941,Rayshawn Jenkins,15,0.0,SS,SEA,2024
00-0033943,Josh Reynolds,15,0.0,WR,JAX,2024
00-0033947,Deatrich Wise,15,0.0,DE,NE,2024
00-0033948,Jamaal Williams,15,0.0,RB,NO,2024
00-0033952,Grover Stewart,15,0.0,DT,IND,2024
00-0033964,Al-Quadin Muhammad,15,0.0,DE,DET,2024
00-0034073,Ross Dwelley,15,0.0,TE,ATL,2024
00-0034145,Chris Lammons,15,0.0,CB,IND,2024
00-0034160,Michael Dickson,15,0.0,P,SEA,2024
00-0034161,Daniel Carlson,15,0.0,K,LV,2024
00-0034162,J.K. Scott,15,0.0,P,LAC,2024
00-0034173,Eddy Pineiro,15,0.0,K,CAR,2024
00-0034203,Darious Williams,15,0.0,CB,LA,2024
00-0034234,Poona Ford,15,0.0,DE,LAC,2024
00-0034248,Elijah Campbell,15,0.0,SS,MIA,2024
00-0034251,Daniel Ekuale,15,0.0,DT,NE,2024
00-0034264,Jalyn Holmes,15,0.0,DE,WAS,2024
00-0034275,Folorunso Fatukasi,15,0.0,DT,HOU,2024
00-0034281,Bradley Bozeman,15,0.0,C,LAC,2024
00-0034285,Zach Sieler,15,0.0,DE,MIA,2024
00-0034296,Ben Niemann,15,0.0,ILB,DET,2024
00-0034302,Frankie Luvu,15,0.0,ILB,WAS,2024
00-0034320,Kentavius Street,15,0.0,DT,ATL,2024
00-0034333,Daron Payne,15,0.0,DT,WAS,2024
00-0034337,Greg Stroman,15,0.0,CB,NYG,2024
00-0034345,Frank Ragnow,15,0.0,C,DET,2024
00-0034350,Uchenna Nwosu,15,0.0,OLB,SEA,2024
00-0034355,M.J. Stewart,15,0.0,SS,HOU,2024
00-0034356,Donte Jackson,15,0.0,CB,PIT,2024
00-0034357,Isaiah Oliver,15,0.0,CB,NYJ,2024
00-0034360,Lorenzo Carter,15,0.0,OLB,ATL,2024
00-0034361,Justin Reid,15,0.0,SS,KC,2024
00-0034368,Josey Jewell,15,0.0,ILB,CAR,2024
00-0034373,Dorance Armstrong,15,0.0,DE,WAS,2024
00-0034375,Kyzir White,15,0.0,ILB,ARI,2024
00-0034376,Taron Johnson,15,0.0,CB,BUF,2024
00-0034381,Josh Sweat,15,0.0,OLB,PHI,2024
00-0034386,Justin Watson,15,0.0,WR,KC,2024
00-0034397,Tim Settle,15,0.0,DT,HOU,2024
00-0034413,Foyesade Oluokun,15,0.0,ILB,JAX,2024
00-0034424,Matthew Adams,15,0.0,OLB,NYG,2024
00-0034429,Jordan Mailata,15,0.0,T,PHI,2024
00-0034431,Zaire Franklin,15,0.0,OLB,IND,2024
00-0034437,Logan Cooke,15,0.0,P,JAX,2024
00-0034450,Greg Joseph,15,0.0,K,WAS,2024
00-0034465,Jeremy Reaves,15,0.0,FS,WAS,2024
00-0034485,Jonathan Owens,15,0.0,SS,CHI,2024
00-0034490,Ezekiel Turner,15,0.0,ILB,DET,2024
00-0034521,Allen Lazard,15,0.0,WR,NYJ,2024
00-0034527,Ryan Neal,15,0.0,SS,TB,2024
00-0034573,Charvarius Ward,15,0.0,CB,SF,2024
00-0034612,Demone Harris,15,0.0,DE,ATL,2024
00-0034668,Aaron Stinnie,15,0.0,G,NYG,2024
00-0034673,Tremaine Edmunds,15,0.0,ILB,CHI,2024
00-0034675,Jessie Bates,15,0.0,FS,ATL,2024
00-0034720,Robert Spillane,15,0.0,OLB,LV,2024
00-0034721,Corey Bojorquez,15,0.0,P,CLE,2024
00-0034754,Oren Burks,15,0.0,OLB,PHI,2024
00-0034759,Kolton Miller,15,0.0,T,LV,2024
00-0034760,Nathan Shepherd,15,0.0,DT,NO,2024
00-0034778,Carlton Davis,15,0.0,CB,DET,2024
00-0034780,Isaac Yiadom,15,0.0,CB,SF,2024
00-0034782,Harrison Phillips,15,0.0,NT,MIN,2024
00-0034787,Chris Board,15,0.0,ILB,BAL,2024
00-0034789,Minkah Fitzpatrick,15,0.0,FS,PIT,2024
00-0034790,Derwin James,15,0.0,SS,LAC,2024
00-0034794,Jason Sanders,15,0.0,K,MIA,2024
00-0034800,B.J. Hill,15,0.0,DT,CIN,2024
00-0034801,Josh Woods,15,0.0,ILB,ATL,2024
00-0034805,John Franklin-Myers,15,0.0,DE,DEN,2024
00-0034810,Sebastian Joseph,15,0.0,DT,TEN,2024
00-0034815,Fred Warner,15,0.0,MLB,SF,2024
00-0034818,Derrick Nnadi,15,0.0,DT,KC,2024
00-0034825,Arden Key,15,0.0,OLB,TEN,2024
00-0034828,Harold Landry,15,0.0,OLB,TEN,2024
00-0034843,Mike Hughes,15,0.0,CB,ATL,2024
00-0034847,Mike McGlinchey,15,0.0,T,DEN,2024
00-0034854,KhaDarel Hodge,15,0.0,WR,ATL,2024
00-0034856,Denzel Ward,15,0.0,CB,CLE,2024
00-0034874,Roquan Smith,15,0.0,ILB,BAL,2024
00-0034967,Rashan Gary,15,0.0,DE,GB,2024
00-0034968,Darnell Savage,15,0.0,SS,JAX,2024
00-0034974,Julian Love,15,0.0,SS,SEA,2024
00-0034982,Dre Greenlaw,15,0.0,ILB,SF,2024
00-0034987,E.J. Speed,15,0.0,OLB,IND,2024
00-0035000,Quinton Bell,15,0.0,OLB,MIA,2024
00-0035020,Demetrius Flannigan-Fowles,15,0.0,OLB,SF,2024
00-0035042,Jamie Gillan,15,0.0,P,NYG,2024
00-0035073,Jonathan Harris,15,0.0,DE,CAR,2024
00-0035133,Keisean Nixon,15,0.0,CB,GB,2024
00-0035142,Ugochukwu Amadi,15,0.0,FS,NO,2024
00-0035149,Nick Allegretti,15,0.0,G,WAS,2024
00-0035150,Kris Boyd,15,0.0,CB,HOU,2024
00-0035156,Jack Fox,15,0.0,P,DET,2024
00-0035190,A.J. Cole,15,0.0,P,LV,2024
00-0035192,Joey Slye,15,0.0,K,NE,2024
00-0035202,Del'Shawn Phillips,15,0.0,OLB,HOU,2024
00-0035227,P.J. Locke,15,0.0,FS,DEN,2024
00-0035230,Ed Oliver,15,0.0,DT,BUF,2024
00-0035239,Sean Murphy-Bunting,15,0.0,CB,ARI,2024
00-0035240,Jahlani Tavai,15,0.0,ILB,NE,2024
00-0035242,Erik McCoy,15,0.0,C,NO,2024
00-0035244,Lonnie Johnson,15,0.0,FS,CAR,2024
00-0035248,Zach Allen,15,0.0,DE,DEN,2024
00-0035249,Josh Oliver,15,0.0,TE,MIN,2024
00-0035253,Chauncey Gardner-Johnson,15,0.0,SS,PHI,2024
00-0035254,Anthony Nelson,15,0.0,OLB,TB,2024
00-0035255,Kendall Sheffield,15,0.0,CB,NYJ,2024
00-0035258,Hjalte Froholdt,15,0.0,C,ARI,2024
00-0035262,Drue Tranquill,15,0.0,ILB,KC,2024
00-0035269,Matt Gay,15,0.0,K,IND,2024
00-0035270,Amani Oruwariye,15,0.0,CB,DAL,2024
00-0035272,Andrew Van Ginkel,15,0.0,OLB,MIN,2024
00-0035276,Blake Cashman,15,0.0,ILB,MIN,2024
00-0035277,Michael Jackson,15,0.0,CB,CAR,2024
00-0035278,Byron Cowart,15,0.0,DT,CHI,2024
00-0035279,Charles Omenihu,15,0.0,DE,KC,2024
00-0035280,Jake Bailey,15,0.0,P,MIA,2024
00-0035292,David Long Jr.,15,0.0,ILB,DET,2024
00-0035298,Scott Miller,15,0.0,WR,PIT,2024
00-0035301,Donovan Wilson,15,0.0,SS,DAL,2024
00-0035316,Kaden Elliss,15,0.0,ILB,ATL,2024
00-0035357,Cameron Lewis,15,0.0,FS,BUF,2024
00-0035358,Chase McLaughlin,15,0.0,K,TB,2024
00-0035378,Andrew Wingard,15,0.0,FS,JAX,2024
00-0035386,T.J. Edwards,15,0.0,ILB,CHI,2024
00-0035402,Carl Granderson,15,0.0,DE,NO,2024
00-0035406,Lil'Jordan Humphrey,15,0.0,WR,DEN,2024
00-0035409,Shy Tuttle,15,0.0,DT,CAR,2024
00-0035413,Luke Gifford,15,0.0,OLB,TEN,2024
00-0035525,Devin Bush,15,0.0,ILB,CLE,2024
00-0035542,Kemon Hall,15,0.0,CB,DAL,2024
00-0035567,Craig Reynolds,15,0.0,RB,DET,2024
00-0035625,Juan Thornhill,15,0.0,FS,CLE,2024
00-0035629,Jonah Williams,15,0.0,T,ARI,2024
00-0035630,Chris Lindstrom,15,0.0,G,ATL,2024
00-0035632,Amani Hooker,15,0.0,FS,TEN,2024
00-0035636,L.J. Collier,15,0.0,DT,ARI,2024
00-0035642,Josh Hines-Allen,15,0.0,DE,JAX,2024
00-0035643,Jeffery Simmons,15,0.0,DT,TEN,2024
00-0035646,Sione Takitaki,15,0.0,OLB,NE,2024
00-0035647,Montez Sweat,15,0.0,DE,CHI,2024
00-0035655,Will Harris,15,0.0,FS,NO,2024
00-0035656,Khalen Saunders,15,0.0,DT,NO,2024
00-0035667,Greg Gaines,15,0.0,NT,TB,2024
00-0035668,David Edwards,15,0.0,G,BUF,2024
00-0035672,Cody Barton,15,0.0,MLB,DEN,2024
00-0035674,Jerry Tillery,15,0.0,DE,MIN,2024
00-0035678,Dre'Mont Jones,15,0.0,DE,SEA,2024
00-0035680,Quincy Williams,15,0.0,ILB,NYJ,2024
00-0035697,Germaine Pratt,15,0.0,OLB,CIN,2024
00-0035698,Chuma Edoga,15,0.0,T,DAL,2024
00-0035699,Jamel Dean,15,0.0,CB,TB,2024
00-0035705,Jalen Thompson,15,0.0,FS,ARI,2024
00-0035713,Brian Burns,15,0.0,OLB,NYG,2024
00-0035717,Nick Bosa,15,0.0,DE,SF,2024
00-0035718,Quinnen Williams,15,0.0,NT,NYJ,2024
00-0035763,Malcolm Roach,15,0.0,DT,DEN,2024
00-0035795,James Pierre,15,0.0,CB,PIT,2024
00-0035806,Jamycal Hasty,15,0.0,RB,NE,2024
00-0035821,Corliss Waitman,15,0.0,P,PIT,2024
00-0035841,Benito Jones,15,0.0,DT,MIA,2024
00-0035857,Chris Williams,15,0.0,DT,CHI,2024
00-0035889,Tommy Townsend,15,0.0,P,HOU,2024
00-0035890,Tershawn Wharton,15,0.0,DT,KC,2024
00-0035933,Michael Hoecht,15,0.0,OLB,LA,2024
00-0035942,Christian Rozeboom,15,0.0,ILB,LA,2024
00-0035961,Krys Barnes,15,0.0,ILB,ARI,2024
00-0036036,Terence Steele,15,0.0,T,DAL,2024
00-0036037,Sam Franklin,15,0.0,SS,CAR,2024
00-0036045,Cam Gill,15,0.0,OLB,CAR,2024
00-0036081,Broderick Washington,15,0.0,DE,BAL,2024
00-0036124,Khalil Dorsey,15,0.0,CB,DET,2024
00-0036130,Nnamdi Madubuike,15,0.0,DT,BAL,2024
00-0036132,Ben Bredeson,15,0.0,G,TB,2024
00-0036133,James Proche,15,0.0,WR,CLE,2024
00-0036157,Kristian Welch,15,0.0,ILB,BAL,2024
00-0036162,Tyler Bass,15,0.0,K,BUF,2024
00-0036171,Aaron Brewer,15,0.0,G,MIA,2024
00-0036181,Teair Tart,15,0.0,DT,LAC,2024
00-0036192,A.J. Epenesa,15,0.0,DE,BUF,2024
00-0036193,Anfernee Jennings,15,0.0,OLB,NE,2024
00-0036199,Geno Stone,15,0.0,SS,CIN,2024
00-0036213,Raekwon Davis,15,0.0,NT,IND,2024
00-0036215,Danny Pinter,15,0.0,C,IND,2024
00-0036221,Brandon Jones,15,0.0,FS,DEN,2024
00-0036224,Jonathan Greenard,15,0.0,OLB,MIN,2024
00-0036231,Kyle Dugger,15,0.0,FS,NE,2024
00-0036235,Shaquille Quarterman,15,0.0,ILB,LAC,2024
00-0036249,Julian Okwara,15,0.0,OLB,ARI,2024
00-0036253,Julian Blackmon,15,0.0,FS,IND,2024
00-0036260,Javon Kinlaw,15,0.0,DT,NYJ,2024
00-0036262,Davon Hamilton,15,0.0,DT,JAX,2024
00-0036266,Jordan Elliott,15,0.0,DT,SF,2024
00-0036274,Jeff Okudah,15,0.0,CB,HOU,2024
00-0036280,Malik Harrison,15,0.0,OLB,BAL,2024
00-0036282,Grant Delpit,15,0.0,SS,CLE,2024
00-0036285,A.J. Terrell,15,0.0,CB,ATL,2024
00-0036286,K'Lavon Chaisson,15,0.0,OLB,LV,2024
00-0036287,Noah Igbinoghene,15,0.0,CB,WAS,2024
00-0036288,Yetur Gross-Matos,15,0.0,OLB,SF,2024
00-0036292,Jaylon Johnson,15,0.0,CB,CHI,2024
00-0036293,Jeremy Chinn,15,0.0,FS,WAS,2024
00-0036298,Akeem Davis-Gaither,15,0.0,OLB,CIN,2024
00-0036300,Mykal Walker,15,0.0,ILB,WAS,2024
00-0036307,Kindle Vildor,15,0.0,CB,DET,2024
00-0036309,Darnell Mooney,15,0.0,WR,ATL,2024
00-0036313,Braden Mann,15,0.0,P,PHI,2024
00-0036321,Chase Young,15,0.0,DE,NO,2024
00-0036323,Patrick Queen,15,0.0,ILB,PIT,2024
00-0036325,Robert Hunt,15,0.0,G,CAR,2024
00-0036333,Alex Highsmith,15,0.0,OLB,PIT,2024
00-0036335,D.J. Wonnum,15,0.0,OLB,CAR,2024
00-0036337,James Lynch,15,0.0,NT,TEN,2024
00-0036338,Troy Dye,15,0.0,ILB,LAC,2024
00-0036347,Blake Brandel,15,0.0,G,MIN,2024
00-0036348,Josh Metellus,15,0.0,SS,MIN,2024
00-0036349,Kamren Curl,15,0.0,SS,LA,2024
00-0036362,Willie Gay,15,0.0,ILB,NO,2024
00-0036363,Josh Jones,15,0.0,G,BAL,2024
00-0036375,Amik Robertson,15,0.0,CB,DET,2024
00-0036378,Michael Danna,15,0.0,DE,KC,2024
00-0036388,Xavier McKinney,15,0.0,FS,GB,2024
00-0036409,Jordyn Brooks,15,0.0,ILB,MIA,2024
00-0036413,Darrell Taylor,15,0.0,DE,CHI,2024
00-0036416,Kristian Fulton,15,0.0,CB,LAC,2024
00-0036418,Zack Baun,15,0.0,OLB,PHI,2024
00-0036428,Justin Strnad,15,0.0,ILB,DEN,2024
00-0036431,Jordan Fuller,15,0.0,FS,CAR,2024
00-0036441,Kenneth Murray,15,0.0,ILB,TEN,2024
00-0036443,Rex Sunahara,15,0.0,LS,CLE,2024
00-0036480,Dayo Odeyingbo,15,0.0,DE,IND,2024
00-0036500,Jamien Sherwood,15,0.0,ILB,NYJ,2024
00-0036502,Jason Pinnock,15,0.0,SS,NYG,2024
00-0036563,Deommodore Lenoir,15,0.0,CB,SF,2024
00-0036564,Talanoa Hufanga,15,0.0,SS,SF,2024
00-0036568,Roy Lopez,15,0.0,NT,ARI,2024
00-0036587,Ar'Darius Washington,15,0.0,FS,BAL,2024
00-0036589,Nick McCloud,15,0.0,CB,SF,2024
00-0036590,Quintin Morris,15,0.0,TE,BUF,2024
00-0036596,Robert Jones,15,0.0,G,MIA,2024
00-0036603,Alaric Jackson,15,0.0,T,LA,2024
00-0036604,Jordan Meredith,15,0.0,G,LV,2024
00-0036613,Jaylen Waddle,15,0.0,WR,MIA,2024
00-0036614,Jamin Davis,15,0.0,OLB,MIN,2024
00-0036615,Caleb Farley,15,0.0,CB,CAR,2024
00-0036618,Samuel Cosmi,15,0.0,G,WAS,2024
00-0036621,Nick Bolton,15,0.0,ILB,KC,2024
00-0036622,Josh Myers,15,0.0,C,GB,2024
00-0036624,Alim McNeill,15,0.0,DT,DET,2024
00-0036625,Benjamin St-Juste,15,0.0,CB,WAS,2024
00-0036629,Camryn Bynum,15,0.0,FS,MIN,2024
00-0036635,Ihmir Smith-Marsette,15,0.0,WR,NYG,2024
00-0036638,Darrick Forrest,15,0.0,FS,WAS,2024
00-0036642,Tedarrell Slaton,15,0.0,DT,GB,2024
00-0036644,Cameron McGrone,15,0.0,MLB,IND,2024
00-0036645,Shemar Jean-Charles,15,0.0,CB,NO,2024
00-0036648,Nick Niemann,15,0.0,ILB,LAC,2024
00-0036658,Isaiah McDuffie,15,0.0,ILB,GB,2024
00-0036660,Trey Smith,15,0.0,G,KC,2024
00-0036661,Israel Mukuamu,15,0.0,FS,DAL,2024
00-0036672,Grant Stuard,15,0.0,MLB,IND,2024
00-0036695,Naquan Jones,15,0.0,DT,ARI,2024
00-0036705,Sam Kamara,15,0.0,OLB,CLE,2024
00-0036716,Amen Ogbongbemiga,15,0.0,ILB,CHI,2024
00-0036727,Adam Prentice,15,0.0,FB,NO,2024
00-0036813,Christian Elliss,15,0.0,ILB,NE,2024
00-0036816,Riley Patterson,15,0.0,K,CLE,2024
00-0036843,Isaiahh Loudermilk,15,0.0,DE,PIT,2024
00-0036865,Jackson Carman,15,0.0,T,MIA,2024
00-0036869,Dan Moore,15,0.0,T,PIT,2024
00-0036871,Nate Hobbs,15,0.0,CB,LV,2024
00-0036874,Patrick Surtain,15,0.0,CB,DEN,2024
00-0036877,Jaelon Darden,15,0.0,WR,SEA,2024
00-0036878,Janarius Robinson,15,0.0,DE,LV,2024
00-0036881,Jay Tufele,15,0.0,DT,CIN,2024
00-0036883,Tommy Togiai,15,0.0,DT,HOU,2024
00-0036884,Marco Wilson,15,0.0,CB,CIN,2024
00-0036901,Eric Stokes,15,0.0,CB,GB,2024
00-0036902,Joseph Ossai,15,0.0,DE,CIN,2024
00-0036903,Bobby Brown,15,0.0,NT,LA,2024
00-0036904,Robert Rochell,15,0.0,CB,GB,2024
00-0036914,Gregory Rousseau,15,0.0,DE,BUF,2024
00-0036916,Milton Williams,15,0.0,DT,PHI,2024
00-0036926,Payton Turner,15,0.0,DE,NO,2024
00-0036927,Pete Werner,15,0.0,ILB,NO,2024
00-0036932,Micah Parsons,15,0.0,DE,DAL,2024
00-0036933,Zaven Collins,15,0.0,OLB,ARI,2024
00-0036940,Odafe Oweh,15,0.0,OLB,BAL,2024
00-0036941,Andre Cisco,15,0.0,SS,JAX,2024
00-0036942,Osa Odighizuwa,15,0.0,DT,DAL,2024
00-0036943,Mitchell Fraboni,15,0.0,LS,DEN,2024
00-0036944,Jaycee Horn,15,0.0,CB,CAR,2024
00-0036950,Avery Williams,15,0.0,RB,ATL,2024
00-0036952,Jonathon Cooper,15,0.0,OLB,DEN,2024
00-0036953,Teven Jenkins,15,0.0,T,CHI,2024
00-0036954,Levi Onwuzurike,15,0.0,DE,DET,2024
00-0036962,Trevon Moehrig,15,0.0,FS,LV,2024
00-0036967,Joe Tryon,15,0.0,OLB,TB,2024
00-0036974,Tyson Campbell,15,0.0,CB,JAX,2024
00-0036982,Chauncey Golston,15,0.0,DE,DAL,2024
00-0036987,Brandon Stephens,15,0.0,FS,BAL,2024
00-0036990,Divine Deablo,15,0.0,MLB,LV,2024
